date,Person.ID,Dept.No.,Faculty.No.,With.PHD,years_in_uni,Number.of.Successful.Grant,Number.of.Unsuccessful.Grant,A.,A,B,C
2005-08-11,40572,3073.0,31.0,,0.0,0.0,0.0,4.0,2.0,0.0,0.0
2005-11-11,9067,2538.0,25.0,1.0,4.0,0.0,0.0,6.0,12.0,2.0,2.0
2005-11-14,5967,2923.0,25.0,1.0,2.0,0.0,0.0,0.0,3.0,5.0,2.0
2005-11-14,27307,2923.0,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-14,79652,2498.0,25.0,1.0,4.0,0.0,0.0,1.0,3.0,3.0,3.0
2005-11-14,11667,2548.0,25.0,,4.0,0.0,0.0,6.0,14.0,12.0,2.0
2005-11-15,78782,2678.0,25.0,1.0,2.0,0.0,0.0,0.0,3.0,13.0,3.0
2005-11-15,55337,2678.0,25.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-16,13042,2153.0,19.0,1.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0
2005-11-19,301472,2533.0,25.0,1.0,1.0,2.0,0.0,7.0,27.0,27.0,6.0
2005-11-19,74292,3028.0,31.0,1.0,3.0,0.0,0.0,8.0,5.0,2.0,0.0
2005-11-19,82602,3028.0,31.0,1.0,3.0,0.0,1.0,1.0,3.0,6.0,1.0
2005-11-19,79742,3028.0,31.0,,0.0,0.0,0.0,0.0,7.0,12.0,4.0
2005-11-19,1642,2563.0,25.0,,,0.0,3.0,0.0,0.0,0.0,0.0
2005-11-19,70212,2563.0,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-19,1012,3123.0,31.0,1.0,2.0,0.0,0.0,8.0,1.0,11.0,0.0
2005-11-19,80197,3123.0,31.0,1.0,2.0,2.0,1.0,6.0,0.0,5.0,0.0
2005-11-19,89462,,,,,0.0,0.0,1.0,0.0,0.0,0.0
2005-11-19,67272,3098.0,31.0,1.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0
2005-11-19,80037,3098.0,31.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
2005-11-19,1797,2678.0,25.0,1.0,2.0,2.0,7.0,0.0,8.0,4.0,0.0
2005-11-19,73882,2713.0,25.0,,0.0,1.0,1.0,4.0,3.0,2.0,1.0
2005-11-19,38457,2153.0,19.0,,0.0,0.0,0.0,3.0,4.0,2.0,0.0
2005-11-19,132247,1998.0,19.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2005-11-19,9067,2538.0,25.0,1.0,4.0,3.0,3.0,6.0,12.0,2.0,2.0
2005-11-19,8067,1998.0,19.0,1.0,2.0,0.0,2.0,6.0,9.0,6.0,4.0
2005-11-19,80137,2163.0,19.0,1.0,4.0,0.0,0.0,1.0,5.0,1.0,0.0
2005-11-19,69482,2883.0,25.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0
2005-11-19,26882,2523.0,25.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0
2005-11-19,69517,1258.0,34.0,1.0,4.0,0.0,0.0,6.0,4.0,6.0,32.0
2005-11-19,66672,1258.0,34.0,1.0,3.0,2.0,0.0,16.0,15.0,13.0,15.0
2005-11-19,592577,2558.0,25.0,,,0.0,1.0,0.0,0.0,0.0,0.0
